Sign_up,User_id,Status
11/30/2019 0:00,4cSGXqDWJD2jQd,Active
1/31/2020 0:00,4cSGXqDWJD2jQd,Active
1/31/2019 0:00,4cSGXqDWJD2jQd,Active
9/30/2020 0:00,4cSGXqDWJD2jQd,Active
6/30/2020 0:00,4cSGXqDWJD2jQd,Active
10/31/2019 0:00,4cSGXqDWJD2jQd,Active
12/31/2018 0:00,4cSGXqDWJD2jQd,Active
3/31/2020 0:00,4cSGXqDWJD2jQd,Active
4/30/2019 0:00,4cSGXqDWJD2jQd,Active
11/30/2018 0:00,4cSGXqDWJD2jQd,Active
2/29/2020 0:00,4cSGXqDWJD2jQd,Active
3/31/2019 0:00,4cSGXqDWJD2jQd,Active
5/31/2020 0:00,4cSGXqDWJD2jQd,Active
8/31/2020 0:00,4cSGXqDWJD2jQd,Active
12/31/2018 0:00,4cSoB7LaD779K2,Active
1/31/2019 0:00,4cSoB7LaD779K2,Active
6/30/2020 0:00,4cSoB7LaD779K2,Active
2/28/2019 0:00,4cSoB7LaD779K2,Active
5/31/2020 0:00,4cSoB7LaD779K2,Active
10/31/2020 0:00,4cSoB7LaD779K2,Active
12/31/2019 0:00,4cSoB7LaD779K2,Active
8/31/2020 0:00,4cSoB7LaD779K2,Active
9/30/2020 0:00,4cSoB7LaD779K2,Active
4/30/2019 0:00,4cSoB7LaD779K2,Active
11/30/2018 0:00,4cSoB7LaD779K2,Active
3/31/2019 0:00,4cSoB7LaD779K2,Active
7/31/2020 0:00,4cSoB7LaD779K2,Active
1/31/2020 0:00,4cSoB7LaD779K2,Active
6/30/2019 0:00,4cSoB7LaD779K2,Active
11/30/2019 0:00,4cSoB7LaD779K2,Active
10/31/2019 0:00,4cSoB7LaD779K2,Active
5/31/2019 0:00,4cSoB7LaD779K2,Active
2/29/2020 0:00,4cSoB7LaD779K2,Active
8/31/2019 0:00,4cSoB7LaD779K2,Active
3/31/2020 0:00,4cSoB7LaD779K2,Active
9/30/2019 0:00,4cSoB7LaD779K2,Active
4/30/2020 0:00,4cSoB7LaD779K2,Active
7/31/2019 0:00,4cSoB7LaD779K2,Active
3/31/2019 0:00,4cTELsuFKahLHv,Active
6/30/2020 0:00,4cTELsuFKahLHv,Active
7/31/2019 0:00,4cTELsuFKahLHv,Active
12/31/2018 0:00,4cTELsuFKahLHv,Active
5/31/2020 0:00,4cTELsuFKahLHv,Active
8/31/2020 0:00,4cTELsuFKahLHv,Active
11/30/2019 0:00,4cTELsuFKahLHv,Active
2/28/2019 0:00,4cTELsuFKahLHv,Active
4/30/2020 0:00,4cTELsuFKahLHv,Active
4/30/2019 0:00,4cTELsuFKahLHv,Active
10/31/2020 0:00,4cTELsuFKahLHv,Active
8/31/2019 0:00,4cTELsuFKahLHv,Active
1/31/2020 0:00,4cTELsuFKahLHv,Active
9/30/2019 0:00,4cTELsuFKahLHv,Active
6/30/2019 0:00,4cTELsuFKahLHv,Active
1/31/2019 0:00,4cTELsuFKahLHv,Active
7/31/2020 0:00,4cTELsuFKahLHv,Active
9/30/2020 0:00,4cTELsuFKahLHv,Active
10/31/2019 0:00,4cTELsuFKahLHv,Active
2/29/2020 0:00,4cTELsuFKahLHv,Active
3/31/2020 0:00,4cTELsuFKahLHv,Active
12/31/2019 0:00,4cTELsuFKahLHv,Active
5/31/2019 0:00,4cTELsuFKahLHv,Active
11/30/2018 0:00,4cTELsuFKahLHv,Active
5/31/2019 0:00,4cV46acENMq8Ne,Active
7/31/2019 0:00,4cV46acENMq8Ne,Active
8/31/2020 0:00,4cV46acENMq8Ne,Active
1/31/2019 0:00,4cV46acENMq8Ne,Active
4/30/2019 0:00,4cV46acENMq8Ne,Active
2/29/2020 0:00,4cV46acENMq8Ne,Active
9/30/2019 0:00,4cV46acENMq8Ne,Active
9/30/2020 0:00,4cV46acENMq8Ne,Active
6/30/2019 0:00,4cV46acENMq8Ne,Active
12/31/2018 0:00,4cV46acENMq8Ne,Active
4/30/2020 0:00,4cV46acENMq8Ne,Active
1/31/2020 0:00,4cV46acENMq8Ne,Active
6/30/2020 0:00,4cV46acENMq8Ne,Active
11/30/2019 0:00,4cV46acENMq8Ne,Active
3/31/2020 0:00,4cV46acENMq8Ne,Active
3/31/2019 0:00,4cV46acENMq8Ne,Active
10/31/2019 0:00,4cV46acENMq8Ne,Active
7/31/2020 0:00,4cV46acENMq8Ne,Active
10/31/2020 0:00,4cV46acENMq8Ne,Active
8/31/2019 0:00,4cV46acENMq8Ne,Active
12/31/2019 0:00,4cV46acENMq8Ne,Active
2/28/2019 0:00,4cV46acENMq8Ne,Active
11/30/2018 0:00,4cV46acENMq8Ne,Active
5/31/2020 0:00,4cV46acENMq8Ne,Active
11/30/2019 0:00,79RzdwGJZzXxUv,Active
4/30/2019 0:00,79RzdwGJZzXxUv,Active
4/30/2020 0:00,79RzdwGJZzXxUv,Active
7/31/2019 0:00,79RzdwGJZzXxUv,Active
10/31/2019 0:00,79RzdwGJZzXxUv,Active
6/30/2019 0:00,79RzdwGJZzXxUv,Active
9/30/2019 0:00,79RzdwGJZzXxUv,Active
1/31/2019 0:00,79RzdwGJZzXxUv,Active
12/31/2019 0:00,79RzdwGJZzXxUv,Active
12/31/2018 0:00,79RzdwGJZzXxUv,Active
1/31/2020 0:00,79RzdwGJZzXxUv,Active
5/31/2020 0:00,79RzdwGJZzXxUv,Active
3/31/2020 0:00,79RzdwGJZzXxUv,Active
8/31/2020 0:00,79RzdwGJZzXxUv,Active
2/29/2020 0:00,79RzdwGJZzXxUv,Active
11/30/2018 0:00,79RzdwGJZzXxUv,Active
2/28/2019 0:00,79RzdwGJZzXxUv,Active
7/31/2020 0:00,79RzdwGJZzXxUv,Active
6/30/2020 0:00,79RzdwGJZzXxUv,Active
3/31/2019 0:00,79RzdwGJZzXxUv,Active
8/31/2019 0:00,79RzdwGJZzXxUv,Active
5/31/2019 0:00,79RzdwGJZzXxUv,Active
7/31/2019 0:00,4cVhjd9K8RfJbn,Active
2/28/2019 0:00,4cVhjd9K8RfJbn,Active
8/31/2020 0:00,4cVhjd9K8RfJbn,Active
5/31/2019 0:00,4cVhjd9K8RfJbn,Active
4/30/2019 0:00,4cVhjd9K8RfJbn,Active
8/31/2019 0:00,4cVhjd9K8RfJbn,Active
10/31/2019 0:00,4cVhjd9K8RfJbn,Active
10/31/2020 0:00,4cVhjd9K8RfJbn,Active
11/30/2019 0:00,4cVhjd9K8RfJbn,Active
12/31/2018 0:00,4cVhjd9K8RfJbn,Active
9/30/2019 0:00,4cVhjd9K8RfJbn,Active
5/31/2020 0:00,4cVhjd9K8RfJbn,Active
6/30/2019 0:00,4cVhjd9K8RfJbn,Active
11/30/2018 0:00,4cVhjd9K8RfJbn,Active
1/31/2020 0:00,4cVhjd9K8RfJbn,Active
7/31/2020 0:00,4cVhjd9K8RfJbn,Active
3/31/2020 0:00,4cVhjd9K8RfJbn,Active
2/29/2020 0:00,4cVhjd9K8RfJbn,Active
9/30/2020 0:00,4cVhjd9K8RfJbn,Active
1/31/2019 0:00,4cVhjd9K8RfJbn,Active
12/31/2019 0:00,4cVhjd9K8RfJbn,Active
6/30/2020 0:00,4cVhjd9K8RfJbn,Active
4/30/2020 0:00,4cVhjd9K8RfJbn,Active
3/31/2019 0:00,4cVhjd9K8RfJbn,Active
7/31/2019 0:00,4cc9BoFQr5r90a,Active
2/28/2019 0:00,4cc9BoFQr5r90a,Active
4/30/2019 0:00,4cc9BoFQr5r90a,Active
1/31/2019 0:00,4cc9BoFQr5r90a,Active
6/30/2019 0:00,4cc9BoFQr5r90a,Active
5/31/2019 0:00,4cc9BoFQr5r90a,Active
3/31/2019 0:00,4cc9BoFQr5r90a,Active
11/30/2018 0:00,4cc9BoFQr5r90a,Active
12/31/2018 0:00,4cc9BoFQr5r90a,Active
6/30/2020 0:00,4coLEW8FwYkEu3,Active
11/30/2018 0:00,4coLEW8FwYkEu3,Active
8/31/2019 0:00,4coLEW8FwYkEu3,Active
8/31/2020 0:00,4coLEW8FwYkEu3,Active
9/30/2020 0:00,4coLEW8FwYkEu3,Active
4/30/2020 0:00,4coLEW8FwYkEu3,Active
9/30/2019 0:00,4coLEW8FwYkEu3,Active
2/28/2019 0:00,4coLEW8FwYkEu3,Active
1/31/2020 0:00,4coLEW8FwYkEu3,Active
2/29/2020 0:00,4coLEW8FwYkEu3,Active
12/31/2018 0:00,4coLEW8FwYkEu3,Active
6/30/2019 0:00,4coLEW8FwYkEu3,Active
5/31/2020 0:00,4coLEW8FwYkEu3,Active
10/31/2019 0:00,4coLEW8FwYkEu3,Active
3/31/2019 0:00,4coLEW8FwYkEu3,Active
12/31/2019 0:00,4coLEW8FwYkEu3,Active
7/31/2019 0:00,4coLEW8FwYkEu3,Active
1/31/2019 0:00,4coLEW8FwYkEu3,Active
7/31/2020 0:00,4coLEW8FwYkEu3,Active
11/30/2019 0:00,4coLEW8FwYkEu3,Active
5/31/2019 0:00,4coLEW8FwYkEu3,Active
4/30/2019 0:00,4coLEW8FwYkEu3,Active
10/31/2020 0:00,4coLEW8FwYkEu3,Active
3/31/2020 0:00,4coLEW8FwYkEu3,Active
3/31/2019 0:00,BMWcexBk2TCpjG,Active
7/31/2019 0:00,BMWcexBk2TCpjG,Active
8/31/2019 0:00,BMWcexBk2TCpjG,Active
2/28/2019 0:00,BMWcexBk2TCpjG,Active
4/30/2019 0:00,BMWcexBk2TCpjG,Active
1/31/2019 0:00,BMWcexBk2TCpjG,Active
11/30/2018 0:00,BMWcexBk2TCpjG,Active
6/30/2019 0:00,BMWcexBk2TCpjG,Active
12/31/2018 0:00,BMWcexBk2TCpjG,Active
5/31/2019 0:00,BMWcexBk2TCpjG,Active
5/31/2020 0:00,FWNO7wQpG2s7TF,Active
1/31/2020 0:00,FWNO7wQpG2s7TF,Active
11/30/2019 0:00,FWNO7wQpG2s7TF,Active
8/31/2019 0:00,FWNO7wQpG2s7TF,Active
10/31/2020 0:00,IARMkuFi0a94aj,Active
7/31/2019 0:00,FWNO7wQpG2s7TF,Active
9/30/2019 0:00,FWNO7wQpG2s7TF,Active
3/31/2020 0:00,FWNO7wQpG2s7TF,Active
7/31/2020 0:00,FWNO7wQpG2s7TF,Active
6/30/2020 0:00,FWNO7wQpG2s7TF,Active
2/29/2020 0:00,FWNO7wQpG2s7TF,Active
4/30/2020 0:00,FWNO7wQpG2s7TF,Active
10/31/2019 0:00,FWNO7wQpG2s7TF,Active
12/31/2019 0:00,FWNO7wQpG2s7TF,Active
7/31/2019 0:00,4dhBNp5hxVn6BC,Active
11/30/2018 0:00,4dhBNp5hxVn6BC,Active
4/30/2019 0:00,4dhBNp5hxVn6BC,Active
1/31/2019 0:00,4dhBNp5hxVn6BC,Active
12/31/2018 0:00,4dhBNp5hxVn6BC,Active
3/31/2019 0:00,4dhBNp5hxVn6BC,Active
8/31/2019 0:00,4dhBNp5hxVn6BC,Active
5/31/2019 0:00,4dhBNp5hxVn6BC,Active
2/28/2019 0:00,4dhBNp5hxVn6BC,Active
9/30/2019 0:00,4dhBNp5hxVn6BC,Active
6/30/2019 0:00,4dhBNp5hxVn6BC,Active
8/31/2020 0:00,4elCMCYIdwcrz9,Active
11/30/2018 0:00,4elCMCYIdwcrz9,Active
11/30/2019 0:00,4elCMCYIdwcrz9,Active
12/31/2018 0:00,4elCMCYIdwcrz9,Active
1/31/2020 0:00,4elCMCYIdwcrz9,Active
8/31/2019 0:00,4elCMCYIdwcrz9,Active
6/30/2020 0:00,4elCMCYIdwcrz9,Active
4/30/2020 0:00,4elCMCYIdwcrz9,Active
6/30/2019 0:00,4elCMCYIdwcrz9,Active
5/31/2020 0:00,4elCMCYIdwcrz9,Active
1/31/2019 0:00,4elCMCYIdwcrz9,Active
9/30/2020 0:00,4elCMCYIdwcrz9,Active
10/31/2020 0:00,4elCMCYIdwcrz9,Active
9/30/2019 0:00,4elCMCYIdwcrz9,Active
3/31/2020 0:00,4elCMCYIdwcrz9,Active
3/31/2019 0:00,4elCMCYIdwcrz9,Active
7/31/2019 0:00,4elCMCYIdwcrz9,Active
12/31/2019 0:00,4elCMCYIdwcrz9,Active
7/31/2020 0:00,4elCMCYIdwcrz9,Active
2/28/2019 0:00,4elCMCYIdwcrz9,Active
2/29/2020 0:00,4elCMCYIdwcrz9,Active
5/31/2019 0:00,4elCMCYIdwcrz9,Active
4/30/2019 0:00,4elCMCYIdwcrz9,Active
10/31/2019 0:00,4elCMCYIdwcrz9,Active
8/31/2019 0:00,4f39mdWV3fgFzO,Active
11/30/2019 0:00,4f39mdWV3fgFzO,Active
6/30/2019 0:00,4f39mdWV3fgFzO,Active
1/31/2019 0:00,4f39mdWV3fgFzO,Active
2/28/2019 0:00,4f39mdWV3fgFzO,Active
3/31/2020 0:00,4f39mdWV3fgFzO,Active
4/30/2020 0:00,4f39mdWV3fgFzO,Active
5/31/2020 0:00,4f39mdWV3fgFzO,Active
3/31/2019 0:00,4f39mdWV3fgFzO,Active
10/31/2020 0:00,4f39mdWV3fgFzO,Active
1/31/2020 0:00,4f39mdWV3fgFzO,Active
12/31/2019 0:00,4f39mdWV3fgFzO,Active
7/31/2020 0:00,4f39mdWV3fgFzO,Active
2/29/2020 0:00,4f39mdWV3fgFzO,Active
5/31/2019 0:00,4f39mdWV3fgFzO,Active
12/31/2018 0:00,4f39mdWV3fgFzO,Active
6/30/2020 0:00,4f39mdWV3fgFzO,Active
9/30/2020 0:00,4f39mdWV3fgFzO,Active
8/31/2020 0:00,4f39mdWV3fgFzO,Active
10/31/2019 0:00,4f39mdWV3fgFzO,Active
9/30/2019 0:00,4f39mdWV3fgFzO,Active
11/30/2018 0:00,4f39mdWV3fgFzO,Active
4/30/2019 0:00,4f39mdWV3fgFzO,Active
7/31/2019 0:00,4f39mdWV3fgFzO,Active
2/29/2020 0:00,CjgnTTUvCs4KcU,Active
4/30/2019 0:00,CjgnTTUvCs4KcU,Active
5/31/2019 0:00,CjgnTTUvCs4KcU,Active
11/30/2018 0:00,CjgnTTUvCs4KcU,Active
12/31/2019 0:00,CjgnTTUvCs4KcU,Active
12/31/2018 0:00,CjgnTTUvCs4KcU,Active
1/31/2020 0:00,CjgnTTUvCs4KcU,Active
9/30/2019 0:00,CjgnTTUvCs4KcU,Active
1/31/2019 0:00,CjgnTTUvCs4KcU,Active
3/31/2019 0:00,CjgnTTUvCs4KcU,Active
3/31/2020 0:00,CjgnTTUvCs4KcU,Active
7/31/2019 0:00,CjgnTTUvCs4KcU,Active
11/30/2019 0:00,CjgnTTUvCs4KcU,Active
6/30/2019 0:00,CjgnTTUvCs4KcU,Active
8/31/2019 0:00,CjgnTTUvCs4KcU,Active
10/31/2019 0:00,CjgnTTUvCs4KcU,Active
2/28/2019 0:00,CjgnTTUvCs4KcU,Active
2/28/2019 0:00,4fF2UGS0m1So67,Active
12/31/2018 0:00,4fF2UGS0m1So67,Active
6/30/2019 0:00,4fF2UGS0m1So67,Active
5/31/2019 0:00,4fF2UGS0m1So67,Active
6/30/2020 0:00,GkTGULxN6f7y8C,Active
8/31/2020 0:00,GkTGULxN6f7y8C,Active
4/30/2020 0:00,GkTGULxN6f7y8C,Active
7/31/2019 0:00,4fF2UGS0m1So67,Active
10/31/2020 0:00,GkTGULxN6f7y8C,Active
11/30/2018 0:00,4fF2UGS0m1So67,Active
1/31/2019 0:00,4fF2UGS0m1So67,Active
5/31/2020 0:00,GkTGULxN6f7y8C,Active
7/31/2020 0:00,GkTGULxN6f7y8C,Active
2/29/2020 0:00,GkTGULxN6f7y8C,Active
4/30/2019 0:00,4fF2UGS0m1So67,Active
9/30/2020 0:00,GkTGULxN6f7y8C,Active
3/31/2019 0:00,4fF2UGS0m1So67,Active
8/31/2019 0:00,4fF2UGS0m1So67,Active
3/31/2020 0:00,GkTGULxN6f7y8C,Active
8/31/2019 0:00,BOB8vIQwbG3hEu,Active
5/31/2020 0:00,BOB8vIQwbG3hEu,Active
9/30/2020 0:00,BOB8vIQwbG3hEu,Active
11/30/2018 0:00,BOB8vIQwbG3hEu,Active
5/31/2019 0:00,BOB8vIQwbG3hEu,Active
2/28/2019 0:00,BOB8vIQwbG3hEu,Active
12/31/2018 0:00,BOB8vIQwbG3hEu,Active
10/31/2019 0:00,BOB8vIQwbG3hEu,Active
6/30/2020 0:00,BOB8vIQwbG3hEu,Active
8/31/2020 0:00,BOB8vIQwbG3hEu,Active
1/31/2020 0:00,BOB8vIQwbG3hEu,Active
4/30/2019 0:00,BOB8vIQwbG3hEu,Active
3/31/2019 0:00,BOB8vIQwbG3hEu,Active
2/29/2020 0:00,BOB8vIQwbG3hEu,Active
6/30/2019 0:00,BOB8vIQwbG3hEu,Active
3/31/2020 0:00,BOB8vIQwbG3hEu,Active
11/30/2019 0:00,BOB8vIQwbG3hEu,Active
12/31/2019 0:00,BOB8vIQwbG3hEu,Active
4/30/2020 0:00,BOB8vIQwbG3hEu,Active
7/31/2020 0:00,BOB8vIQwbG3hEu,Active
10/31/2020 0:00,BOB8vIQwbG3hEu,Active
9/30/2019 0:00,BOB8vIQwbG3hEu,Active
7/31/2019 0:00,BOB8vIQwbG3hEu,Active
1/31/2019 0:00,BOB8vIQwbG3hEu,Active
8/31/2020 0:00,FkBf0wWPuwDjcv,Active
9/30/2019 0:00,FkBf0wWPuwDjcv,Active
10/31/2019 0:00,FkBf0wWPuwDjcv,Active
5/31/2020 0:00,FkBf0wWPuwDjcv,Active
6/30/2020 0:00,FkBf0wWPuwDjcv,Active
7/31/2020 0:00,FkBf0wWPuwDjcv,Active
9/30/2020 0:00,FkBf0wWPuwDjcv,Active
3/31/2020 0:00,FkBf0wWPuwDjcv,Active
12/31/2019 0:00,FkBf0wWPuwDjcv,Active
10/31/2020 0:00,FkBf0wWPuwDjcv,Active
4/30/2020 0:00,FkBf0wWPuwDjcv,Active
2/29/2020 0:00,FkBf0wWPuwDjcv,Active
1/31/2020 0:00,FkBf0wWPuwDjcv,Active
11/30/2019 0:00,FkBf0wWPuwDjcv,Active
3/31/2019 0:00,EbQiqrTEkWo0a9,Active
2/28/2019 0:00,EbQiqrTEkWo0a9,Active
6/30/2019 0:00,4foXaKgcz92ngq,Active
11/30/2018 0:00,4foXaKgcz92ngq,Active
8/31/2019 0:00,4foXaKgcz92ngq,Active
3/31/2019 0:00,4foXaKgcz92ngq,Active
12/31/2018 0:00,4foXaKgcz92ngq,Active
1/31/2019 0:00,4foXaKgcz92ngq,Active
7/31/2019 0:00,4foXaKgcz92ngq,Active
5/31/2019 0:00,4foXaKgcz92ngq,Active
4/30/2019 0:00,4foXaKgcz92ngq,Active
2/28/2019 0:00,4foXaKgcz92ngq,Active
9/30/2019 0:00,4fpUYjXqkjMp3x,Active
12/31/2019 0:00,4fpUYjXqkjMp3x,Active
8/31/2019 0:00,4fpUYjXqkjMp3x,Active
4/30/2020 0:00,4fpUYjXqkjMp3x,Active
6/30/2019 0:00,4fpUYjXqkjMp3x,Active
5/31/2019 0:00,4fpUYjXqkjMp3x,Active
8/31/2020 0:00,4fpUYjXqkjMp3x,Active
2/28/2019 0:00,4fpUYjXqkjMp3x,Active
10/31/2019 0:00,4fpUYjXqkjMp3x,Active
6/30/2020 0:00,4fpUYjXqkjMp3x,Active
5/31/2020 0:00,4fpUYjXqkjMp3x,Active
9/30/2020 0:00,4fpUYjXqkjMp3x,Active
7/31/2020 0:00,4fpUYjXqkjMp3x,Active
10/31/2020 0:00,4fpUYjXqkjMp3x,Active
11/30/2019 0:00,4fpUYjXqkjMp3x,Active
11/30/2018 0:00,4fpUYjXqkjMp3x,Active
2/29/2020 0:00,4fpUYjXqkjMp3x,Active
12/31/2018 0:00,4fpUYjXqkjMp3x,Active
7/31/2019 0:00,4fpUYjXqkjMp3x,Active
4/30/2019 0:00,4fpUYjXqkjMp3x,Active
1/31/2020 0:00,4fpUYjXqkjMp3x,Active
3/31/2020 0:00,4fpUYjXqkjMp3x,Active
3/31/2019 0:00,4fpUYjXqkjMp3x,Active
1/31/2019 0:00,4fpUYjXqkjMp3x,Active
9/30/2020 0:00,4fqZ2WFWm2EILi,Active
9/30/2019 0:00,4fqZ2WFWm2EILi,Active
10/31/2019 0:00,4fqZ2WFWm2EILi,Active
6/30/2020 0:00,4fqZ2WFWm2EILi,Active
4/30/2019 0:00,4fqZ2WFWm2EILi,Active
1/31/2019 0:00,4fqZ2WFWm2EILi,Active
8/31/2020 0:00,4fqZ2WFWm2EILi,Active
3/31/2019 0:00,4fqZ2WFWm2EILi,Active
6/30/2019 0:00,4fqZ2WFWm2EILi,Active
4/30/2020 0:00,4fqZ2WFWm2EILi,Active
12/31/2019 0:00,4fqZ2WFWm2EILi,Active
7/31/2020 0:00,4fqZ2WFWm2EILi,Active
10/31/2020 0:00,4fqZ2WFWm2EILi,Active
3/31/2020 0:00,4fqZ2WFWm2EILi,Active
11/30/2019 0:00,4fqZ2WFWm2EILi,Active
2/28/2019 0:00,4fqZ2WFWm2EILi,Active
11/30/2018 0:00,4fqZ2WFWm2EILi,Active
2/29/2020 0:00,4fqZ2WFWm2EILi,Active
5/31/2020 0:00,4fqZ2WFWm2EILi,Active
8/31/2019 0:00,4fqZ2WFWm2EILi,Active
1/31/2020 0:00,4fqZ2WFWm2EILi,Active
12/31/2018 0:00,4fqZ2WFWm2EILi,Active
5/31/2019 0:00,4fqZ2WFWm2EILi,Active
7/31/2019 0:00,4fqZ2WFWm2EILi,Active
3/31/2020 0:00,4ftiJeU3XQxhsn,Active
1/31/2020 0:00,4ftiJeU3XQxhsn,Active
7/31/2019 0:00,4ftiJeU3XQxhsn,Active
6/30/2020 0:00,4ftiJeU3XQxhsn,Active
5/31/2019 0:00,4ftiJeU3XQxhsn,Active
12/31/2018 0:00,4ftiJeU3XQxhsn,Active
5/31/2020 0:00,4ftiJeU3XQxhsn,Active
9/30/2019 0:00,4ftiJeU3XQxhsn,Active
4/30/2020 0:00,4ftiJeU3XQxhsn,Active
2/29/2020 0:00,4ftiJeU3XQxhsn,Active
8/31/2019 0:00,4ftiJeU3XQxhsn,Active
3/31/2019 0:00,4ftiJeU3XQxhsn,Active
11/30/2018 0:00,4ftiJeU3XQxhsn,Active
1/31/2019 0:00,4ftiJeU3XQxhsn,Active
11/30/2019 0:00,4ftiJeU3XQxhsn,Active
7/31/2020 0:00,4ftiJeU3XQxhsn,Active
4/30/2019 0:00,4ftiJeU3XQxhsn,Active
8/31/2020 0:00,4ftiJeU3XQxhsn,Active
12/31/2019 0:00,4ftiJeU3XQxhsn,Active
10/31/2020 0:00,4ftiJeU3XQxhsn,Active
6/30/2019 0:00,4ftiJeU3XQxhsn,Active
2/28/2019 0:00,4ftiJeU3XQxhsn,Active
10/31/2019 0:00,4ftiJeU3XQxhsn,Active
9/30/2020 0:00,4ftiJeU3XQxhsn,Active
11/30/2019 0:00,4gCXDB9qTBTWAh,Active
8/31/2019 0:00,4gCXDB9qTBTWAh,Active
12/31/2019 0:00,4gCXDB9qTBTWAh,Active
3/31/2020 0:00,4gCXDB9qTBTWAh,Active
10/31/2020 0:00,4gCXDB9qTBTWAh,Active
4/30/2019 0:00,4gCXDB9qTBTWAh,Active
2/28/2019 0:00,4gCXDB9qTBTWAh,Active
3/31/2019 0:00,4gCXDB9qTBTWAh,Active
